Compounds ID,Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzVault Results,mzVault Best Match,mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45,mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45,mzVault Library Match: Custom mzVault Library,mzVault Library Match: LipidBlast-VS68-Neg,mzVault Library Match: LipidBlast-VS68-Pos,Class Coverage: Phosphatidylcholine Compound Class,Mass List Match: LipidMaps Structure Database 2021-09-13,MS2,Neutral Losses,Reference Ion,Group Area: cla,Group Area: cla_and_lps,Group Area: cla_and_no2_and_lps,Group Area: ctrl,Group Area: lps,Group Area: no2-cla_and_lps,Group CV [%]: cla,Group CV [%]: cla_and_lps,Group CV [%]: cla_and_no2_and_lps,Group CV [%]: ctrl,Group CV [%]: lps,Group CV [%]: no2-cla_and_lps,Ratio: (cla) / (ctrl),Ratio: (cla_and_lps) / (ctrl),Ratio: (cla_and_no2_and_lps) / (ctrl),Ratio: (lps) / (ctrl),Ratio: (no2-cla_and_lps) / (ctrl),Ratio: (cla) / (lps),Ratio: (cla_and_lps) / (lps),Ratio: (cla_and_no2_and_lps) / (lps),Ratio: (no2-cla_and_lps) / (lps),Log2 Fold Change: (cla) / (ctrl),Log2 Fold Change: (cla_and_lps) / (ctrl),Log2 Fold Change: (cla_and_no2_and_lps) / (ctrl),Log2 Fold Change: (lps) / (ctrl),Log2 Fold Change: (no2-cla_and_lps) / (ctrl),Log2 Fold Change: (cla) / (lps),Log2 Fold Change: (cla_and_lps) / (lps),Log2 Fold Change: (cla_and_no2_and_lps) / (lps),Log2 Fold Change: (no2-cla_and_lps) / (lps),P-value: (cla) / (ctrl),P-value: (cla_and_lps) / (ctrl),P-value: (cla_and_no2_and_lps) / (ctrl),P-value: (lps) / (ctrl),P-value: (no2-cla_and_lps) / (ctrl),P-value: (cla) / (lps),P-value: (cla_and_lps) / (lps),P-value: (cla_and_no2_and_lps) / (lps),P-value: (no2-cla_and_lps) / (lps),Adj. P-value: (cla) / (ctrl),Adj. P-value: (cla_and_lps) / (ctrl),Adj. P-value: (cla_and_no2_and_lps) / (ctrl),Adj. P-value: (lps) / (ctrl),Adj. P-value: (no2-cla_and_lps) / (ctrl),Adj. P-value: (cla) / (lps),Adj. P-value: (cla_and_lps) / (lps),Adj. P-value: (cla_and_no2_and_lps) / (lps),Adj. P-value: (no2-cla_and_lps) / (lps),Peak Rating (Max.),Peak Rating: Liver-H-9_20250116121130.raw (F8),Peak Rating: Liver-H-10_20250116122626.raw (F9),Peak Rating: Liver-H-11_20250116124122.raw (F10),Peak Rating: Liver-H-12_20250116125618.raw (F11),Peak Rating: Liver-H-13_20250116131114.raw (F12),Peak Rating: Liver-H-14_20250116132610.raw (F13),Peak Rating: Liver-H-15_20250116134106.raw (F14),Peak Rating: Liver-H-16_20250116135602.raw (F15),Peak Rating: Liver-H-25.raw (F24),Peak Rating: Liver-H-26.raw (F25),Peak Rating: Liver-H-27.raw (F26),Peak Rating: Liver-H-28.raw (F27),Peak Rating: Liver-H-29.raw (F28),Peak Rating: Liver-H-30.raw (F29),Peak Rating: Liver-H-31.raw (F30),Peak Rating: Liver-H-32.raw (F31),Peak Rating: Liver-H-41.raw (F40),Peak Rating: Liver-H-42.raw (F41),Peak Rating: Liver-H-43.raw (F42),Peak Rating: Liver-H-44.raw (F43),Peak Rating: Liver-H-1.raw (F1),Peak Rating: Liver-H-2.raw (F2),Peak Rating: Liver-H-4_20250116105642.raw (F3),Peak Rating: Liver-H-5_20250116111146.raw (F4),Peak Rating: Liver-H-6_20250116112642.raw (F5),Peak Rating: Liver-H-7_20250116114138.raw (F6),Peak Rating: Liver-H-8_20250116115634.raw (F7),Peak Rating: Liver-H-17_20250116141058.raw (F16),Peak Rating: Liver-H-18_20250116142554.raw (F17),Peak Rating: Liver-H-19_20250116144050.raw (F18),Peak Rating: Liver-H-20_20250116145546.raw (F19),Peak Rating: Liver-H-21.raw (F20),Peak Rating: Liver-H-22.raw (F21),Peak Rating: Liver-H-23.raw (F22),Peak Rating: Liver-H-24.raw (F23),Peak Rating: Liver-H-33.raw (F32),Peak Rating: Liver-H-34.raw (F33),Peak Rating: Liver-H-35.raw (F34),Peak Rating: Liver-H-36.raw (F35),Peak Rating: Liver-H-37.raw (F36),Peak Rating: Liver-H-38.raw (F37),Peak Rating: Liver-H-39.raw (F38),Peak Rating: Liver-H-40.raw (F39)
1159,,False,,C21 H36 N O4 P,Full match, No results, No results, No results,-0.03,397.23818,396.23091,5.755,27458499.0848193,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,8890609.43305349, 14872788.1781102, 13538053.9137661, 8824491.74170025, 12607907.5627242, 12506851.0026371,28.8026852047011, 6.82548811347823, 80.1471306535094, 1.6842483417827, 46.6538334505949, 35.0586580555666,1.007, 1.685, 1.534, 1.429, 1.417, 0.705, 1.180, 1.074, 0.992,0.01, 0.75, 0.62, 0.51, 0.50, -0.50, 0.24, 0.10, -0.01,0.999999998226869, 0.927409787652403, 0.996733999549917, 0.992928067113468, 0.981550092197751, 0.991350698796437, 0.998246228603373, 0.999991348929328, 0.999999955045469,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,8.0,5.4, , , , , , , 6.0, , , , , 5.3, , , 7.5, 4.8, , 5.0, 2.3, , 7.7, , , 8.0, , , , , , , , 2.0, , 5.2, 5.3, , 5.5, , , 3.5, , 5.5
950,,False,,C12 H31 N4 O3 P,Full match, No results, No results, No results,-4.03,310.21213,309.20485,7.164,27336348.0947219,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,20710601.6270736, 11853610.3940919, 19325182.8275936, 15100877.0106937, 12212455.0038568, 13270703.5329413,32.9285304357759, 35.5472835808693, 32.1712825915303, 35.5008944385169, 32.7669634207143, 22.0236823352904,1.371, 0.785, 1.280, 0.809, 0.879, 1.696, 0.971, 1.582, 1.087,0.46, -0.35, 0.36, -0.31, -0.19, 0.76, -0.04, 0.66, 0.12,0.802823193813476, 0.917767428365318, 0.913126219587561, 0.969295385334948, 0.999969868218046, 0.409152792780601, 0.999997645054517, 0.654206786230217, 0.991293623471964,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.9,6.6, 6.9, 6.6, 6.5, 6.9, 6.9, 4.6, 2.5, , 2.9, , 3.2, 3.1, 6.3, 6.5, 2.6, , , 4.0, 6.1, , 6.1, 6.3, 6.1, 5.9, 3.1, 6.8, , 6.5, , 6.4, , 3.2, , 6.3, 6.8, , , 4.0, , 4.3, 2.6, 6.0
880,,False,,C20 H36 Cl3 N O3,Full match, No results, No results, No results,-0.29,443.17595,442.16863,6.058,27194569.8416423,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,16915201.2249033, 17668268.6195611, 22522645.8530315, , 6520902.30290222, 24379398.1835082,, , , , , 16.3304028646401,Infinity, Infinity, Infinity, Infinity, Infinity, 2.594, 2.709, 3.454, 3.739,Infinity, Infinity, Infinity, Infinity, Infinity, 1.38, 1.44, 1.79, 1.90,, , , , , , , , ,, , , , , , , , ,6.7,2.2, , , , , , , , , , , , , , , 5.2, , 5.2, , , , , , , , , , , , , 2.1, , , , , , 6.7, 6.4, , , , , 
1145,,False,Mycinonic acid III,C13 H20 O4,Full match, No results, No results, Full match,-0.95,240.13593,239.12865,4.470,27125296.9138311,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Single match found,PreferredDDA,CO2,[M-H]-1,20890454.3425602, 16728907.1523515, 15456512.1405814, 19306790.1021395, 17971421.8803211, 16094524.5724839,17.5830699540902, 18.1029202606861, 5.71190403745128, 23.6916937498736, 50.9738890984184, 15.6379984259897,1.082, 0.866, 0.801, 0.931, 0.834, 1.162, 0.931, 0.860, 0.896,0.11, -0.21, -0.32, -0.10, -0.26, 0.22, -0.10, -0.22, -0.16,0.978763707253065, 0.955979771686659, 0.953399115594615, 0.794135521621301, 0.951584843813421, 0.327010040427386, 0.99760868033405, 0.999951586366964, 0.998088016351943,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,8.1,4.8, 7.1, 7.5, 6.4, 6.7, 7.1, 6.4, 7.1, 6.0, 6.7, 7.1, 6.7, 6.7, 6.1, 6.7, 6.1, 6.0, 7.9, 8.1, 7.5, 5.9, 6.6, 7.4, 5.9, 7.0, 5.9, 6.0, 4.0, 6.0, 4.0, 3.9, 5.0, 6.0, 5.6, 5.6, 6.9, 6.9, 7.5, 7.1, 6.9, 7.1, 7.3, 7.1
685,,False,,C25 H28 Cl2 N2 O5,Full match, No results, No results, No results,1.45,506.13826,505.13099,7.024,26956619.0785218,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,11626173.3532097, 18166708.1843002, 20356520.2293753, 24620424.9445924, 12395944.5815875, 22064149.3764697,, 19.0118899398956, , , , 31.3585486033753,0.472, 0.738, 0.827, 0.503, 0.896, 0.938, 1.466, 1.642, 1.780,-1.08, -0.44, -0.27, -0.99, -0.16, -0.09, 0.55, 0.72, 0.83,, , , , , , , , ,, , , , , , , , ,6.7,, , , , , , , 2.0, , 6.7, 4.5, , , 5.4, , , 5.6, , , , 1.8, , , , , , , , , , 2.7, , , , , , , , , 4.6, , 3.8, 
1157,,False,,C16 H34 Br N4 O2 P,Full match, No results, No results, No results,3.20,424.16163,423.15427,6.294,26923340.4504882,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,7572566.72681491, 24128002.8062233, 19398807.8190949, 10709469.1056295, 15245950.5586451, 7361774.2778436,38.3482310563133, 29.9310179551688, 37.3155214605135, 30.1044936191192, 76.5897262690543, ,0.707, 2.253, 1.811, 1.424, 0.687, 0.497, 1.583, 1.272, 0.483,-0.50, 1.17, 0.86, 0.51, -0.54, -1.01, 0.66, 0.35, -1.05,0.950931424830851, 0.666411540742786, 0.905992856542747, 0.997761660662201, , 0.998374236681654, 0.392450519955049, 0.730604712515205, ,1, 1, 0.999999999999243, 0.999999999999704, , 1, 0.999999999999185, 0.999999999999414, ,5.1,1.3, 1.5, , , 3.9, 3.4, , , 1.7, 1.7, , , 3.4, 4.3, 2.1, 2.4, , , 2.9, 1.9, , , 2.2, , 5.1, 1.3, , , 4.5, , 2.3, , 3.0, , , 0.2, , , , , , , 
1163,,False,Dihydroxychaulmoogric acid,C18 H32 O4,Full match, No results, Partial match, Full match,0.57,312.23024,311.22296,3.870,26916469.5862417,8,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,11769205.1247683, 13325562.8189782, 13273382.0663846, 15092234.5191245, 9068897.05677904, 22392287.840429,36.5669287174656, 56.6205316352233, 33.5013102840719, , , 24.6192698035429,0.780, 0.883, 0.879, 0.601, 1.484, 1.298, 1.469, 1.464, 2.469,-0.36, -0.18, -0.19, -0.73, 0.57, 0.38, 0.56, 0.55, 1.30,, , , , , , , , ,, , , , , , , , ,6.2,4.7, 4.5, , , , 2.1, , 2.5, , , 5.2, , , 0.6, , 5.0, 4.7, 2.3, , , 3.9, , , , , , , , , , 2.7, , , , , , 6.2, 5.9, , 5.1, 5.9, , 
1158,,False,,C18 H31 Cl O3,Full match, No results, No results, No results,0.53,330.19635,329.18906,5.617,26798255.6758249,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,23415674.6805717, 16277472.9363698, 22933973.8222492, 20468766.4084899, 26798255.6758249, 20214088.1864049,12.7886277376857, 31.4027925029294, 9.98238849116828, 14.0266660130564, , 27.0013315781313,1.144, 0.795, 1.120, 1.309, 0.988, 0.874, 0.607, 0.856, 0.754,0.19, -0.33, 0.16, 0.39, -0.02, -0.19, -0.72, -0.22, -0.41,0.995118409475757, 0.645851885708934, 0.997933797512276, , 0.996825754739306, , , , ,1, 1, 0.999999999999243, , 1, , , , ,7.2,7.2, , , , , , , 4.2, , , , 4.7, 1.2, 1.2, 1.0, , 5.9, 4.3, , , 3.1, , 4.2, , 6.5, , , , , , , 1.1, , , , , , 1.7, , 4.0, 1.8, , 2.1
1370,,False,,C16 H32 Cl2 O3,Full match, No results, No results, No results,0.04,342.17287,341.16559,5.663,26774941.6394139,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,6457855.89152422, 3897922.98054586, 14042050.8036927, 2636361.48157363, 6467793.8507434, 4923737.65698763,, 42.6537888796773, 128.236446084909, 129.378513466971, 4.23167321190022, 28.8877383088329,2.450, 1.479, 5.326, 2.453, 1.868, 0.998, 0.603, 2.171, 0.761,1.29, 0.56, 2.41, 1.29, 0.90, 0.00, -0.73, 1.12, -0.39,, 0.999998848330032, 0.989081544484355, 0.975924625808241, 0.999500572368352, , 0.958819672368525, 0.999997915363996, 0.995497461868212,, 1, 0.999999999999243, 0.999999999999704, 1, , 0.999999999999185, 0.999999999999414, 1,7.8,0.6, , , , , , , , 4.9, 0.0, 5.2, 0.0, , , , 1.9, , 4.8, 0.0, , 1.4, 1.5, 1.9, , 4.5, , , , , , , 5.5, 7.8, , , , 1.2, 2.8, , 1.6, , 1.6, 1.0
1929,,False,,C17 H36 N4 O5 P2,Full match, No results, No match, No results,-1.32,438.21551,437.20824,6.266,26742476.1905174,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,7195643.60039898, 15814580.5133, 11572062.7347093, 8066060.15356767, 12872256.9156239, 16540584.5217088,40.7290018929218, 28.4512409035137, 5.58317941093854, 66.8191596514916, 34.5406877940021, 40.8156969093689,0.892, 1.961, 1.435, 1.596, 2.051, 0.559, 1.229, 0.899, 1.285,-0.16, 0.97, 0.52, 0.67, 1.04, -0.84, 0.30, -0.15, 0.36,0.879899674907514, 0.158750430982515, 0.945156225843611, 0.694227533477856, 0.306895886740399, 0.113011188119784, 0.911991962677397, 0.999981137809982, 0.986238527174973,1, 1, 0.999999999999243, 0.999999999999704, 1, 0.918394718644323, 0.999999999999185, 0.999999999999414, 1,4.8,4.5, 1.0, , 0.2, , 1.5, 2.0, 0.8, 2.1, 2.8, 2.4, 2.2, 2.2, 1.7, 3.0, 2.6, 4.5, , 3.0, , , 1.0, 0.7, 1.9, 1.2, 3.3, , , 1.9, , 2.1, 1.6, 1.0, 4.4, 2.7, 2.0, 4.4, 1.4, 0.8, , 2.2, 1.8, 4.8
897,,False,,C14 H32 Cl N4 O P,Full match, No results, No match, No results,1.72,338.20081,337.19383,6.970,26735096.7033822,4,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,4332015.834219, , , , 7820164.34062197, 26192892.1693553,, , , , , 2.92748506214233,Infinity, , , Infinity, Infinity, 0.554, 0.000, 0.000, 3.349,Infinity, , , Infinity, Infinity, -0.85, -Infinity, -Infinity, 1.74,, , , , , , , , ,, , , , , , , , ,5.2,, , 4.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.8, , , , 5.2, , , , 5.2
1675,,False,FAHFA 2:0/16:1,C18 H32 O4,Full match, Full match, Partial match, Partial match,0.50,312.23022,311.22302,5.374,26711165.9895284,8,1,0.2,No matches found, No matches found, No matches found, Single match found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,11488607.454722, 4875456.97602098, 13734100.5781627, 5401089.21987855, 7604619.79588322, 4318665.18002396,57.4212335583836, 19.7811257250718, , 109.941236458286, 53.939399191213, 69.1232094291349,2.127, 0.903, 2.543, 1.408, 0.800, 1.511, 0.641, 1.806, 0.568,1.09, -0.15, 1.35, 0.49, -0.32, 0.60, -0.64, 0.85, -0.82,0.999817356305607, 0.941709568003353, , 0.997555359633531, 0.999621827774336, 0.985140289062322, 0.998522960937944, , 0.999962902355397,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,5.2,1.2, , , , , 3.4, , 2.0, , , 2.5, , 4.8, 2.3, 5.2, , , 0.8, , , 1.4, 3.4, , , 0.2, 2.5, , , 4.5, , , , 1.0, , 2.3, 3.8, 1.2, , 1.9, , 0.8, 1.5, 
1238,,False,,C15 H33 N7 O S4,Full match, No results, No results, No results,-0.60,455.16267,454.15554,5.691,26577535.3948393,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,15029887.6089479, 10420843.520023, , 8242543.06438141, 25035650.6014164, 20415004.8981031,39.3659746051305, , , 30.5663086786675, 61.3814296275635, 24.0683454883508,1.823, 1.264, 0.000, 3.037, 2.477, 0.600, 0.416, 0.000, 0.815,0.87, 0.34, -Infinity, 1.60, 1.31, -0.74, -1.26, -Infinity, -0.29,0.381877601356103, , , 0.406816317216948, 0.26975680146149, 0.999997977808987, , , 0.981162642802616,1, , , 0.999999999999704, 1, 1, , , 1,6.2,, 1.9, 5.5, , 2.5, , , , , , , , , , 0.5, , , , , , , 1.1, , 5.5, 3.2, 5.1, , , 3.6, , , , 5.6, 0.7, , , , , 6.2, , , , 4.0
989,,False,"16:4(4Z,7Z,10Z,13Z)",C16 H24 O2,Full match, No results, No results, Full match,-0.98,248.17739,247.17011,5.944,26565937.2255182,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,7707970.55324764, 8930092.68290276, 5303251.29372687, 5518390.35117692, 13568176.3877382, 25239423.6915416,55.7008232038961, 2.72908817928286, , 46.2069973810881, 45.4494715427341, 48.7284085373634,1.397, 1.618, 0.961, 2.459, 4.574, 0.568, 0.658, 0.391, 1.860,0.48, 0.69, -0.06, 1.30, 2.19, -0.82, -0.60, -1.36, 0.90,0.999837572523015, 0.918851227059964, , 0.622044184256873, 0.264105491582406, 0.667482193797354, 0.98289383469181, , 0.980229046418199,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,9.2,, , 4.9, , , 3.1, , 1.7, , , , , 5.4, , 9.2, , , , , 2.1, , 3.4, , , 1.4, , , , 4.2, , , , , 3.3, , 6.4, , , 4.8, 2.3, , , 
1116,,False,10(R)-hydroxy-8Z-octadeceneic acid,C18 H34 O3,Full match, No results, Partial match, Full match,1.04,298.25110,297.24383,5.715,26416449.7595967,3,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,9253194.99736009, , , 9470338.99969705, 12036060.4158291, 8109756.21112644,61.1373642043872, , , , 52.0676153721853, 20.834919973301,0.977, 0.000, 0.000, 1.271, 0.856, 0.769, 0.000, 0.000, 0.674,-0.03, -Infinity, -Infinity, 0.35, -0.22, -0.38, -Infinity, -Infinity, -0.57,, , , , , 0.492986443554643, , , 0.619565022518274,, , , , , 1, , , 1,6.0,, , 1.5, , 2.9, , 0.8, 6.0, , , , , , , , , , , , , , 4.6, , , , , , , 1.2, , , , 2.0, 4.5, , 3.9, , , 3.4, 3.9, , , 
1179,,False,"4,7,10-hexadecatrienoic acid",C16 H26 O2,Full match, No results, Partial match, Full match,-0.58,250.19313,249.18586,6.351,26378887.7832256,2,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,10568050.7141283, 8831664.33401817, 15040400.2641617, 14569034.2394757, 7460108.96715664, 16947936.2979875,54.0711019675659, 59.7965823817994, , 51.2401499742774, 63.2160709489334, 49.6424047649719,0.725, 0.606, 1.032, 0.512, 1.163, 1.417, 1.184, 2.016, 2.272,-0.46, -0.72, 0.05, -0.97, 0.22, 0.50, 0.24, 1.01, 1.18,0.999697489492683, 0.926412180200276, , 0.879066185921317, 0.920983692394819, 0.776702367183917, 0.999750489439608, , 0.436757171836966,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,5.2,, 4.8, , , 2.1, 5.2, 5.0, 5.2, 2.5, 2.3, , 5.0, 5.2, 4.4, 5.0, 4.5, , , 3.9, , 5.2, 5.2, 5.2, , 4.8, 5.0, 4.9, , 4.2, , 4.8, , 4.5, 5.0, , 4.1, , , 5.2, 5.0, 2.3, , 
1080,,False,,C18 H40 N5 O4 P,Full match, No results, No match, No results,-2.46,421.28075,420.27348,5.404,26346148.0387675,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,19680324.3326264, , 14865283.0997288, 3475520.76874638, 15446452.855096, 6187496.01036847,29.0694384226111, , 76.1620091238429, 49.0456945402127, 71.5929521047209, 38.3806777139177,5.663, 0.000, 4.277, 4.444, 1.780, 1.274, 0.000, 0.962, 0.401,2.50, -Infinity, 2.10, 2.15, 0.83, 0.35, -Infinity, -0.06, -1.32,0.0349486652753542, , 0.205727289257504, 0.174372564044191, 0.89320286870792, 0.92639113017575, , 0.999952052546993, 0.462918785246728,0.823981992838159, , 0.999999999999243, 0.999999999999704, 1, 1, , 0.999999999999414, 1,6.2,6.0, 5.1, , , , , , 6.2, , , , , , , , , 1.8, , 4.4, , , , , 1.5, 1.5, 1.0, , , 2.5, , , , , , 5.2, 1.6, , , 2.2, , , , 5.3
300,,False,LMPK12110623,C21 H22 O9,No match, No results, Partial match, Full match,2.93,418.12761,417.12029,7.385,26295816.7608804,2,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,9741785.61241475, 19091788.4908293, 11373296.0182191, 16054900.4291965, 19708606.053362, 20196338.8986097,27.2077115581466, 24.4231664930353, 52.3190714114283, 23.9229109423672, 23.7729872692329, 22.9413433172581,0.607, 1.189, 0.708, 1.228, 1.258, 0.494, 0.969, 0.577, 1.025,-0.72, 0.25, -0.50, 0.30, 0.33, -1.02, -0.05, -0.79, 0.04,0.320842451103946, 0.633326207194393, 0.513727399795344, 0.927773279550297, 0.61714834832513, 0.0510506385578299, 0.995997050403236, 0.136956211792424, 0.994908841075441,1, 1, 0.999999999999243, 0.999999999999704, 1, 0.630279037579361, 0.999999999999185, 0.999999999999414, 1,7.4,3.4, 1.5, 7.1, 2.2, , , 2.8, , 3.6, 2.8, 6.2, 4.7, 3.2, 7.0, 4.5, 4.3, 3.1, 3.3, 6.7, , 5.1, 3.2, 7.1, , 4.7, 3.7, , , 3.0, , 7.4, 6.8, 6.2, , 3.6, 3.7, 5.1, 7.0, 4.5, 3.2, 3.6, 6.2, 4.0
901,,False,,C19 H46 N5 O3 P,Full match, No results, No results, No results,3.01,423.33510,422.32783,3.415,26282311.4340255,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,3609493.8420624, 3454005.26006203, 4509112.48191253, 2170688.70695967, 2858942.95573804, 3354613.95918286,74.8712592944927, 131.857083241371, 20.9438998918399, , 45.515390340144, 76.0096678570941,1.663, 1.591, 2.077, 1.317, 1.545, 1.263, 1.208, 1.577, 1.173,0.73, 0.67, 1.05, 0.40, 0.63, 0.34, 0.27, 0.66, 0.23,, , , , , 0.988802582712829, 0.948954529086371, 0.991106247787269, 0.967851299856809,, , , , , 1, 0.999999999999185, 0.999999999999414, 1,6.4,, , , 1.5, 3.5, , , 4.5, 3.8, 5.7, 4.2, , , 6.4, , , 5.4, , 4.8, 3.5, , , , 3.8, , , , , 4.0, , 3.8, , , , 2.7, 2.3, 5.0, 5.3, , , 2.9, 1.5, 
56,,False,Cer 13:2;2O/5:0,C18 H33 N O3,Full match, Full match, No results, Partial match,0.04,311.24606,310.23877,5.138,26048852.1466958,0,4,0.3,No matches found, No matches found, No matches found, Multiple matches found, No matches found,,Single match found,PreferredDDA,CO2,[M-H]-1,10365842.0322235, 15655132.1962056, 9066488.40987728, 8410664.17620586, 17664920.7977947, 3932290.8913329,29.4423683012509, 93.8921468900376, , , , ,1.232, 1.861, 1.078, 2.100, 0.468, 0.587, 0.886, 0.513, 0.223,0.30, 0.90, 0.11, 1.07, -1.10, -0.77, -0.17, -0.96, -2.17,, , , , , , , , ,, , , , , , , , ,6.2,, , , 6.2, 6.0, , , , , , 5.2, , , , 5.2, , , 3.9, , , 5.4, , , , , , , , , , , 3.7, , , , , , , , , , 3.4, 
1193,,False,PA(O-16:0/12:0),C31 H63 O7 P,No results, No results, No match, Full match,0.51,578.43143,577.42416,7.040,25960975.8657487,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Single match found,PreferredDDA,,[M-H]-1,14170209.6718457, 6784826.50137589, 8040863.012048, 7885962.15956698, 5385762.09607358, 8883469.43399117,38.5763448775993, 62.9153455853675, 49.5582656895297, 50.0281346518064, 68.370084737827, 59.5493578805162,1.797, 0.860, 1.020, 0.683, 1.126, 2.631, 1.260, 1.493, 1.649,0.85, -0.22, 0.03, -0.55, 0.17, 1.40, 0.33, 0.58, 0.72,0.29577614625559, 0.99996620013432, 0.971016399390838, 0.996472639020713, 0.998830460850698, 0.637575563444729, 0.991727413421347, 0.999294260285912, 0.999996487547313,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.1,4.0, 2.5, , 5.7, 5.5, 2.3, 6.1, 2.5, , 1.4, , 1.2, , , , 4.5, 2.1, , 1.7, 5.6, , 4.6, 4.8, 4.8, 1.6, 2.1, 2.7, , 1.8, , 5.2, , 4.8, 4.6, 1.7, 4.8, 2.3, , 1.8, , 5.0, 2.1, 2.0
1374,,False,podocarpic acid,C17 H22 O3,Full match, No results, Full match, Full match,0.07,274.15691,273.14964,3.699,25935542.7644439,3,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Single match found,PreferredDDA,CO2,[M-H]-1,4527230.03407818, 4996040.68717687, 4007477.20429662, 6702553.93706764, 3999331.95490141, 4066014.92075961,46.7788723860159, 20.367251393469, , 46.8524292070684, 120.981470440416, 11.9915065210262,0.675, 0.745, 0.598, 0.597, 0.607, 1.132, 1.249, 1.002, 1.017,-0.57, -0.42, -0.74, -0.74, -0.72, 0.18, 0.32, 0.00, 0.02,0.992742587543539, 0.975184198879567, , 0.999465522405377, 0.937625183474979, 0.999842533186454, 0.997221226956741, , 0.98383622101508,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,6.9,, 1.9, , 4.9, 4.8, 4.0, , 5.0, 3.5, , , , 4.4, 3.9, 5.0, , , , , 3.4, 5.4, 4.9, 4.2, 2.9, , , , , 4.2, , 5.3, , 1.9, 4.8, 2.7, , , 6.9, , 6.9, , , 4.9
537,,False,,,No results, No results, No results, No results,,418.65127,417.64400,0.352,25863428.5907934,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,17025506.7269661, , 17210477.7348413, 11365703.013792, 19494579.6151292, 25863428.5907934,, , , , , ,1.498, 0.000, 1.514, 1.715, 2.276, 0.873, 0.000, 0.883, 1.327,0.58, -Infinity, 0.60, 0.78, 1.19, -0.20, -Infinity, -0.18, 0.41,, , , , , , , , ,, , , , , , , , ,6.5,, , , , , , 5.2, , , , , , , , , , , 6.4, , , 6.5, , , , , , , , , , , 2.2, , , , , 6.4, , , , , , 
