Compounds ID,Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzVault Results,mzVault Best Match,mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45,mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45,mzVault Library Match: Custom mzVault Library,mzVault Library Match: LipidBlast-VS68-Neg,mzVault Library Match: LipidBlast-VS68-Pos,Class Coverage: Phosphatidylcholine Compound Class,Mass List Match: LipidMaps Structure Database 2021-09-13,MS2,Neutral Losses,Reference Ion,Group Area: cla,Group Area: cla_and_lps,Group Area: cla_and_no2_and_lps,Group Area: ctrl,Group Area: lps,Group Area: no2-cla_and_lps,Group CV [%]: cla,Group CV [%]: cla_and_lps,Group CV [%]: cla_and_no2_and_lps,Group CV [%]: ctrl,Group CV [%]: lps,Group CV [%]: no2-cla_and_lps,Ratio: (cla) / (ctrl),Ratio: (cla_and_lps) / (ctrl),Ratio: (cla_and_no2_and_lps) / (ctrl),Ratio: (lps) / (ctrl),Ratio: (no2-cla_and_lps) / (ctrl),Ratio: (cla) / (lps),Ratio: (cla_and_lps) / (lps),Ratio: (cla_and_no2_and_lps) / (lps),Ratio: (no2-cla_and_lps) / (lps),Log2 Fold Change: (cla) / (ctrl),Log2 Fold Change: (cla_and_lps) / (ctrl),Log2 Fold Change: (cla_and_no2_and_lps) / (ctrl),Log2 Fold Change: (lps) / (ctrl),Log2 Fold Change: (no2-cla_and_lps) / (ctrl),Log2 Fold Change: (cla) / (lps),Log2 Fold Change: (cla_and_lps) / (lps),Log2 Fold Change: (cla_and_no2_and_lps) / (lps),Log2 Fold Change: (no2-cla_and_lps) / (lps),P-value: (cla) / (ctrl),P-value: (cla_and_lps) / (ctrl),P-value: (cla_and_no2_and_lps) / (ctrl),P-value: (lps) / (ctrl),P-value: (no2-cla_and_lps) / (ctrl),P-value: (cla) / (lps),P-value: (cla_and_lps) / (lps),P-value: (cla_and_no2_and_lps) / (lps),P-value: (no2-cla_and_lps) / (lps),Adj. P-value: (cla) / (ctrl),Adj. P-value: (cla_and_lps) / (ctrl),Adj. P-value: (cla_and_no2_and_lps) / (ctrl),Adj. P-value: (lps) / (ctrl),Adj. P-value: (no2-cla_and_lps) / (ctrl),Adj. P-value: (cla) / (lps),Adj. P-value: (cla_and_lps) / (lps),Adj. P-value: (cla_and_no2_and_lps) / (lps),Adj. P-value: (no2-cla_and_lps) / (lps),Peak Rating (Max.),Peak Rating: Liver-H-9_20250116121130.raw (F8),Peak Rating: Liver-H-10_20250116122626.raw (F9),Peak Rating: Liver-H-11_20250116124122.raw (F10),Peak Rating: Liver-H-12_20250116125618.raw (F11),Peak Rating: Liver-H-13_20250116131114.raw (F12),Peak Rating: Liver-H-14_20250116132610.raw (F13),Peak Rating: Liver-H-15_20250116134106.raw (F14),Peak Rating: Liver-H-16_20250116135602.raw (F15),Peak Rating: Liver-H-25.raw (F24),Peak Rating: Liver-H-26.raw (F25),Peak Rating: Liver-H-27.raw (F26),Peak Rating: Liver-H-28.raw (F27),Peak Rating: Liver-H-29.raw (F28),Peak Rating: Liver-H-30.raw (F29),Peak Rating: Liver-H-31.raw (F30),Peak Rating: Liver-H-32.raw (F31),Peak Rating: Liver-H-41.raw (F40),Peak Rating: Liver-H-42.raw (F41),Peak Rating: Liver-H-43.raw (F42),Peak Rating: Liver-H-44.raw (F43),Peak Rating: Liver-H-1.raw (F1),Peak Rating: Liver-H-2.raw (F2),Peak Rating: Liver-H-4_20250116105642.raw (F3),Peak Rating: Liver-H-5_20250116111146.raw (F4),Peak Rating: Liver-H-6_20250116112642.raw (F5),Peak Rating: Liver-H-7_20250116114138.raw (F6),Peak Rating: Liver-H-8_20250116115634.raw (F7),Peak Rating: Liver-H-17_20250116141058.raw (F16),Peak Rating: Liver-H-18_20250116142554.raw (F17),Peak Rating: Liver-H-19_20250116144050.raw (F18),Peak Rating: Liver-H-20_20250116145546.raw (F19),Peak Rating: Liver-H-21.raw (F20),Peak Rating: Liver-H-22.raw (F21),Peak Rating: Liver-H-23.raw (F22),Peak Rating: Liver-H-24.raw (F23),Peak Rating: Liver-H-33.raw (F32),Peak Rating: Liver-H-34.raw (F33),Peak Rating: Liver-H-35.raw (F34),Peak Rating: Liver-H-36.raw (F35),Peak Rating: Liver-H-37.raw (F36),Peak Rating: Liver-H-38.raw (F37),Peak Rating: Liver-H-39.raw (F38),Peak Rating: Liver-H-40.raw (F39)
1367,,False,,C18 H44 N6 O6 S2,Full match, No results, No results, No results,0.05,504.27640,503.26912,3.340,25790424.2804373,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,9286503.16068077, 10383822.5225388, 8973697.62513929, 6948247.35753677, 9878233.47656497, 4934605.70183445,56.4756964191452, 64.2839155902846, 39.0870413121671, 72.2580877693596, 56.1090303754083, 93.0647957435188,1.337, 1.494, 1.292, 1.422, 0.710, 0.940, 1.051, 0.908, 0.500,0.42, 0.58, 0.37, 0.51, -0.49, -0.09, 0.07, -0.14, -1.00,0.997596728237576, 0.998766055624082, 0.999995442314714, 0.888701464390674, 0.86474199629425, 0.974816884773213, 0.962830722868127, 0.97781892923578, 0.401781627569819,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,5.6,1.0, 1.7, , 0.8, 1.2, 5.2, 1.4, 2.3, 1.6, 1.6, 1.6, 2.3, 1.4, 1.5, 2.2, 3.3, 2.2, , 2.1, , 1.0, 5.2, 4.5, 1.6, , 4.8, 1.9, , 2.3, , 5.6, , , 2.7, , 1.9, 1.0, , 3.0, , 1.4, , 
1170,,False,Formyldienolone,C21 H28 O4,Full match, No results, Partial match, Full match,-0.14,344.19871,343.19143,3.317,25645952.88145,4,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,3161165.49489767, 13449323.3339805, 5120010.93926581, , 14002040.5531686, 10094032.7518402,, , 1.44904812671568, , 54.2073446137472, 40.195694678728,Infinity, Infinity, Infinity, Infinity, Infinity, 0.226, 0.961, 0.366, 0.721,Infinity, Infinity, Infinity, Infinity, Infinity, -2.15, -0.06, -1.45, -0.47,, , , , , , , 0.179614528515015, 0.976602915458646,, , , , , , , 0.999999999999414, 1,8.2,, , , 3.8, , , , , , , , , , , 6.1, , , , 5.2, 8.2, , , , , , , , , 5.8, , , , 2.7, 3.0, , , , , 4.6, , 6.1, , 4.8
1823,,False,,C12 H4 N4 O6,Full match, No results, No results, No results,1.09,300.01341,299.00613,10.697,25608862.8645209,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,5052292.2592654, 17582593.2780799, 16749874.823653, 5480309.43996889, 12737178.7900625, 17329671.7589786,31.2180830050355, 11.4708537969188, 14.6688055184213, 51.6034575459461, 44.3033542866925, 49.2326325810554,0.922, 3.208, 3.056, 2.324, 3.162, 0.397, 1.380, 1.315, 1.361,-0.12, 1.68, 1.61, 1.22, 1.66, -1.33, 0.47, 0.40, 0.44,0.98975557191527, 0.0248560646465658, 0.118303327203855, 0.870888252769874, 0.230829973986417, 0.543676672752102, 0.375384492307165, 0.673204085070257, 0.924335345745673,1, 0.863019037807194, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.0,4.7, 3.0, 3.6, 3.8, 3.4, 5.1, 3.4, 6.0, , 3.8, 3.1, 3.5, , 3.8, 3.1, 3.1, 3.1, 2.9, 3.1, 3.1, 3.0, 3.8, 3.1, 3.3, 4.4, 2.3, 4.0, 4.0, 1.7, 2.3, , , 1.2, , 2.0, 2.3, 4.5, , 0.7, 0.5, 1.8, 2.2, 0.7
720,,False,,C22 H45 Cl N2 O2,Full match, No results, No results, No results,-0.23,404.31686,403.30959,7.646,25590240.593921,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, 6480944.56474827, 7446414.64826648, 3770402.81799552, 12054896.1456993, 8207142.98128898,, 12.6630296043008, 95.2580985369206, , 28.7634672104989, 78.5534155953905,0.000, 1.719, 1.975, 3.197, 2.177, 0.000, 0.538, 0.618, 0.681,-Infinity, 0.78, 0.98, 1.68, 1.12, -Infinity, -0.90, -0.70, -0.55,, , , , , , 0.9149570238952, 0.992444489797341, 0.984305711007078,, , , , , , 0.999999999999185, 0.999999999999414, 1,7.2,, , , , , , , , 5.7, , , , , , , 7.2, 5.6, 4.9, 5.2, , 4.9, , , , , , , , , , 4.5, 4.9, , , , , 5.3, 5.0, , 5.6, , 5.5, 
1075,,False,FAHFA 2:0/20:4,C22 H34 O4,Not the top hit, Full match, Partial match, Partial match,0.63,362.24594,361.23866,4.793,25540143.7612646,2,3,1.4,No matches found, No matches found, No matches found, Multiple matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,4980389.39252346, 9835918.91691388, 9321953.48555897, 9442730.21697436, 18306662.7902441, 7827678.98248549,43.0181527025055, 46.0469154430707, 25.3193001597357, 57.6571665872893, 41.2118884957665, 66.6981806520133,0.527, 1.042, 0.987, 1.939, 0.829, 0.272, 0.537, 0.509, 0.428,-0.92, 0.06, -0.02, 0.96, -0.27, -1.88, -0.90, -0.97, -1.23,0.779823708651183, 0.999756060646555, 0.999999352156084, 0.497416387504352, 0.999913668750979, 0.0234510607862609, 0.518954138023432, 0.532354388600812, 0.364443682807499,1, 1, 0.999999999999243, 0.999999999999704, 1, 0.460821902236781, 0.999999999999185, 0.999999999999414, 1,5.6,4.5, 1.7, , 2.7, 2.3, 5.4, 1.7, 5.2, 2.3, 3.0, , 2.9, 5.0, 4.6, 5.0, 4.5, 3.1, , 5.6, 4.5, , 4.8, 2.7, , 1.4, 4.2, , , 2.1, , 2.2, , 3.5, 5.2, 3.7, , 0.0, , 2.1, , 2.7, 0.7, 
1755,,False,4-keto pentadecanoic acid,C15 H28 O3,Full match, No results, No results, Full match,0.14,256.20388,255.19660,4.647,25521087.0040913,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,21603868.4895262, 7680950.55511859, 7526333.87059732, 18479141.5642034, 17470571.8322732, 7478945.38506833,6.76609705626718, 12.6745310511433, 8.20091432401189, 26.5766420721734, 45.2983218850937, 11.476810080757,1.169, 0.416, 0.407, 0.945, 0.405, 1.237, 0.440, 0.431, 0.428,0.23, -1.27, -1.30, -0.08, -1.30, 0.31, -1.19, -1.21, -1.22,0.278830062838522, 1.93054949020333E-05, 0.00107591552555952, 0.92623144220905, 5.22552130105547E-05, 0.035507353366006, 0.000362723883420291, 0.00850001838216397, 0.00087565895761943,1, 0.00397049678485151, 0.10285752424349, 0.999999999999704, 0.0087480776375416, 0.500536625177998, 0.0853764869376554, 0.999999999999414, 0.197607038102785,7.0,5.9, 7.0, 7.0, 7.0, 7.0, 5.1, 6.6, 5.9, 4.9, 4.4, 3.4, 4.1, 3.8, 3.8, 4.1, 4.1, 5.0, , 4.3, 6.2, 3.4, 4.1, 4.0, 5.5, 5.9, 4.7, 5.9, 5.2, 4.8, 4.8, 4.8, , 2.1, 1.6, 2.0, 4.4, 4.1, , 5.9, 4.1, 3.4, 4.1, 6.4
911,,False,,C22 H34 Cl2 O2,Full match, No results, No results, No results,3.01,400.19479,399.18751,7.437,25339769.8110978,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,9732573.40528499, 6952308.58587574, 11997771.9962262, 9527002.35636202, 16623722.201636, 6948993.97715844,36.7576940524253, 49.4651745620405, 52.2087572107826, 23.3710156357847, 54.4630043236169, 91.8676292961762,1.022, 0.730, 1.259, 1.745, 0.729, 0.585, 0.418, 0.722, 0.418,0.03, -0.45, 0.33, 0.80, -0.46, -0.77, -1.26, -0.47, -1.26,0.999198474718983, 0.975101423825967, 0.999990223181842, 0.901171984645454, 0.99999583769303, 0.948645102058554, 0.438636815010297, 0.944405227302012, 0.820209545565496,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.8,1.7, 5.9, 2.5, 5.0, 2.5, , 2.2, 5.7, , , 0.5, 0.0, 1.7, 1.9, , 0.8, 1.2, 2.0, 1.5, , , , 2.2, 6.5, , 6.8, , , 5.2, , 1.0, , 1.4, , , , 0.2, 0.6, 3.3, , , , 1.9
2511,,False,FAHFA 2:0/18:2,C20 H34 O4,Not the top hit, Full match, Partial match, Partial match,0.61,338.24591,337.23864,4.830,25289177.4830188,7,3,2.1,No matches found, No matches found, No matches found, Multiple matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,6238122.5924239, 6728411.85587253, 4448253.30223448, 3039276.11723712, 9848808.02313451, 9478924.6793092,63.6616886515685, 89.7669981832284, 24.501403981838, 20.0906112238613, , 60.2960625717694,2.053, 2.214, 1.464, 3.241, 3.119, 0.633, 0.683, 0.452, 0.962,1.04, 1.15, 0.55, 1.70, 1.64, -0.66, -0.55, -1.15, -0.06,0.914631727615651, 0.470854133151605, 0.988600451800921, , 0.485096788523594, , , , ,1, 1, 0.999999999999243, , 1, , , , ,5.0,, , , , , , 1.2, 3.8, 1.8, , , 4.4, 0.6, , 0.2, , 2.5, , , 1.6, , , , 4.0, , 4.4, , , , , , , , , 5.0, 2.7, , , 1.8, , 1.2, , 
930,,False,"ethyl 5R,6R-epoxy-9E-eicosen-7-ynoate",C22 H36 O3,Not the top hit, No results, Partial match, Full match,-0.24,348.26636,347.25908,7.064,25267793.897483,2,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,15533692.4601647, 20615872.4891193, 11940416.617624, 3508427.31201492, 10775559.1668042, ,33.4845427869314, 59.0020790847837, 33.7360318228573, , 40.07100036105, ,4.428, 5.876, 3.403, 3.071, 0.000, 1.442, 1.913, 1.108, 0.000,2.15, 2.55, 1.77, 1.62, -Infinity, 0.53, 0.94, 0.15, -Infinity,, , , , , 0.995979458316589, 0.982733457266911, 0.999163497705544, ,, , , , , 1, 0.999999999999185, 0.999999999999414, ,6.5,, , , , 2.9, 4.2, 2.2, 6.5, , , , , 3.3, 3.6, 4.8, , 3.2, , 4.0, 5.4, , , , , , , 4.9, , , , , , 5.8, 4.1, 2.7, , , , , , , , 
2348,,False,"6-Hydroxyoctadeca-7,9-diynoic acid",C18 H28 O3,Full match, No results, Partial match, Full match,0.61,292.20402,291.19675,5.452,25144162.2609489,4,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,8518541.97419213, 10896176.5469458, 3562007.2472795, 5581448.30159122, 18064142.3917648, 8653337.63179509,24.0718273186454, 54.9447822459728, 27.2205732003553, 55.0475119642551, 4.29759612078179, 56.2973567061487,1.526, 1.952, 0.638, 3.236, 1.550, 0.472, 0.603, 0.197, 0.479,0.61, 0.97, -0.65, 1.69, 0.63, -1.08, -0.73, -2.34, -1.06,0.755485472873255, 0.242843267641787, 0.928468693057834, 0.0888245699662074, 0.889330855732975, 0.320626842398368, 0.796980666366605, 0.0198573488360191, 0.402127955014703,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,5.2,, , 3.4, , , 2.6, 2.8, 2.0, , 1.8, , 3.9, 2.7, 1.4, 2.0, , 1.8, , , 5.2, , 0.6, , , , 2.7, , , , , , , , 4.8, 4.1, 4.8, , , , , 0.5, , 
1356,,False,"threo-9,10-Dihydroxystearic acid",C18 H36 O4,Full match, No results, Full match, Full match,-0.07,316.26134,315.25406,5.122,25086997.6072988,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,6934992.61466114, 8355364.09654104, 8564868.89452247, 6531881.57069152, 21384572.3624046, 6776260.53836833,63.0286929639293, 43.7084352700752, 25.8585187937805, 20.2167893604037, 63.0052707571119, 40.5721170825489,1.062, 1.279, 1.311, 3.274, 1.037, 0.324, 0.391, 0.401, 0.317,0.09, 0.36, 0.39, 1.71, 0.05, -1.62, -1.36, -1.32, -1.66,0.960920987247898, 0.828997728446069, 0.905083846362881, 0.231975336243989, 0.978440426422057, 0.579038219655115, 0.796092990009268, 0.890193001032579, 0.556994754029608,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.8,5.5, 5.9, 3.0, 5.9, 3.6, 5.8, 5.6, 4.2, 3.6, 5.2, 4.6, 5.9, 5.6, 5.8, 5.8, 5.9, 5.8, 6.5, 6.4, 6.8, 3.9, 5.4, 5.0, 5.6, 5.8, 5.8, , , 5.5, , 5.7, , 5.2, 5.6, 3.3, 4.0, 4.0, , 4.8, 4.0, 5.8, 4.0, 5.2
1023,,False,,C18 H34 Br Cl O3,Full match, No results, No results, No results,-0.03,412.13797,411.13068,6.221,24857288.3256674,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,3386092.21628653, 17069748.7773159, 13959351.6792441, 6252378.42570462, 19100208.5123541, 14442407.6396458,, 12.6253622180983, , 16.9558568986443, 42.6264474881828, 78.3595663522698,0.542, 2.730, 2.233, 3.055, 2.310, 0.177, 0.894, 0.731, 0.756,-0.88, 1.45, 1.16, 1.61, 1.21, -2.50, -0.16, -0.45, -0.40,, 0.465898782496325, , 0.415187692497898, 0.771524652966377, , 0.999986756619516, , 0.947903701701771,, 1, , 0.999999999999704, 1, , 0.999999999999185, , 1,6.9,, , , , 4.5, , , , 3.6, , , , , , , 6.9, , , 4.6, , , , , 6.3, , 6.7, , , , , , , , 2.3, 3.7, , 4.0, , , 1.4, , , 
934,,False,,C16 H35 Cl2 N4 O2 P,Full match, No results, No results, No results,4.44,416.18931,415.18204,5.942,24691185.8319595,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,1995565.9810213, 13118315.7231044, , 9450064.17014166, 24691185.8319595, 5344761.15689911,, 76.2454398059722, , 23.4225729814889, , ,0.211, 1.388, 0.000, 2.613, 0.566, 0.081, 0.531, 0.000, 0.216,-2.24, 0.47, -Infinity, 1.39, -0.82, -3.63, -0.91, -Infinity, -2.21,, 0.987038543063201, , , , , , , ,, 1, , , , , , , ,4.1,, , , , 3.8, , , , , 1.8, , , , 3.3, , , , , , , , 2.6, 4.1, 3.5, , , , , , , , , 4.1, , , , , , 2.9, , , , 
469,,False,,C14 H22 N2 O17 P2,Full match, No results, No results, No results,0.79,552.03980,551.03253,0.273,24679813.6266098,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,8866861.31664611, 14290269.2346587, 7661184.03260215, 7777312.81827419, 12634773.766433, 7127407.61926068,13.2559563091993, 63.169536233105, 29.0103625346326, 14.2892427726928, 70.4259263295679, 76.4081112436839,1.140, 1.837, 0.985, 1.625, 0.916, 0.702, 1.131, 0.606, 0.564,0.19, 0.88, -0.02, 0.70, -0.13, -0.51, 0.18, -0.72, -0.83,0.999933723038809, 0.965355415878699, 0.999999999999243, 0.999972188464579, 0.999827636952681, 0.999999923979179, 0.980271279275232, 0.999958726640197, 0.99999967689208,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,8.2,, 8.2, , 7.9, , , , , , , , , 6.4, , 6.3, , 7.1, , 7.3, 7.3, , , 7.9, , 8.2, , , , , , 6.1, , 6.7, 6.5, , , , 6.4, 6.3, 5.7, 6.3, , 6.5
1924,,False,,C14 H35 Cl N5 O2 P,Full match, No results, No results, No results,3.19,371.22287,370.21560,5.037,24646182.869864,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,24252394.6412647, 8012065.9635295, 21179603.3160794, 6115014.84602739, 8582887.65045327, 10374548.1129912,2.29627078820779, 55.0941186234437, 17.3522388931602, 65.3336066081637, , 71.1571679253928,3.966, 1.310, 3.464, 1.404, 1.697, 2.826, 0.933, 2.468, 1.209,1.99, 0.39, 1.79, 0.49, 0.76, 1.50, -0.10, 1.30, 0.27,0.154536433209952, 0.768309278047643, 0.218540784465085, , 0.924280814935336, , , , ,1, 1, 0.999999999999243, , 1, , , , ,5.2,5.2, , , , , , , 5.2, 2.1, 4.8, , , 1.4, 1.0, , 1.2, 3.0, , 4.1, , , 1.5, 2.7, , , , , , , , 3.5, , , , , , 1.0, , , , , 4.6, 
435,,False,,C14 H12 N2 O16,Full match, No results, No results, No results,1.82,464.01952,463.01225,0.285,24576068.0210093,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,6621152.40152126, 23490234.3086738, 6964972.88501724, , 784142.562860838, 3168900.80728306,, 6.53718793217768, , , , 51.9349183191174,Infinity, Infinity, Infinity, Infinity, Infinity, 8.444, 29.957, 8.882, 4.041,Infinity, Infinity, Infinity, Infinity, Infinity, 3.08, 4.90, 3.15, 2.01,, , , , , , , , ,, , , , , , , , ,9.3,, , 6.3, , , , , , , , 8.9, , , 9.3, , , , 4.4, , , , , , , , , , , , , 5.3, , , , , , , 5.7, , 6.1, , , 
1208,,False,Cer 22:2;2O/2:0,C24 H45 N O3,Full match, Full match, No results, Partial match,-0.43,395.33977,394.33252,6.814,24561572.0723725,0,1,0.0,No matches found, No matches found, No matches found, Single match found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,4155849.37482209, 9723608.73750262, 11375907.7694128, , 11342422.2723484, ,50.7279801655485, 6.15852184422107, 4.42644312086513, , 55.7673873928928, ,Infinity, Infinity, Infinity, Infinity, , 0.366, 0.857, 1.003, 0.000,Infinity, Infinity, Infinity, Infinity, , -1.45, -0.22, 0.00, -Infinity,, , , , , 0.0240416849306595, 0.847744116118021, 0.971108168339556, ,, , , , , 0.460821902236781, 0.999999999999185, 0.999999999999414, ,9.2,, 3.4, 3.0, 3.4, 6.1, 2.1, 5.3, , , , , , 5.6, , 5.6, , , , 6.1, 9.2, , , , , , , , , , , , , 3.1, 3.7, 5.8, , , , , , , , 
1006,,False,,C18 H33 Cl O3,Full match, No results, No results, No results,0.97,332.21215,331.20487,5.264,24487674.8305254,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,6304436.70706387, 14087859.6510278, 5154712.85194986, 3376307.80518325, 2348340.6438316, 4807721.81497335,22.7442082761296, 71.5931910635114, 50.2157185652357, 52.8183274543152, 14.101713294088, 108.223378096292,1.867, 4.173, 1.527, 0.696, 1.424, 2.685, 5.999, 2.195, 2.047,0.90, 2.06, 0.61, -0.52, 0.51, 1.42, 2.58, 1.13, 1.03,0.951757520240739, 0.352510780705547, 0.997372001326479, 0.976774400683535, 0.980527792250294, 0.746997534449996, 0.214254314476591, 0.908745754784992, 0.772806078299298,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.9,6.5, , , , , , , 3.9, 5.4, , 5.6, , 4.2, 5.5, , 6.0, 5.5, , 1.9, , 4.5, 4.5, 5.5, , 4.9, , , , , , , , 6.9, 2.4, , 4.2, 5.2, 4.4, 0.0, 3.7, 1.0, , 3.0
998,,False,,C26 H55 N O4,Full match, No results, No results, No results,0.47,445.41332,444.40604,4.210,24482565.174202,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,4281590.45742561, 5695492.07510284, 18530123.9676946, 4905265.21837832, 10792186.170338, 7050079.00390593,51.8570710129953, 61.0826537314459, 49.7024291789331, 70.6025067140606, 78.7988559121564, 31.9999490818408,0.873, 1.161, 3.778, 2.200, 1.437, 0.397, 0.528, 1.717, 0.653,-0.20, 0.22, 1.92, 1.14, 0.52, -1.33, -0.92, 0.78, -0.61,0.989263551523293, 0.998839673629562, 0.573975552867215, 0.992310879243028, 0.999925706846576, 0.819955436695136, 0.909895388642567, 0.872359371155039, 0.998581785432799,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.4,4.2, 4.2, 2.3, 4.5, 5.9, 5.4, , 4.6, 5.0, 5.7, 6.1, 4.9, 4.2, 4.6, 5.9, 3.0, 6.4, 3.8, 6.4, 5.6, 5.9, 4.5, 5.7, 6.4, , 5.0, , , , , 6.1, 4.2, 5.4, 6.4, 4.4, 6.4, 5.3, 5.9, 5.9, 5.7, 4.7, , 6.4
2429,,False,,,No results, No results, No results, No results,,202.80871,201.80143,0.789,24390604.0933072,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,3494310.14413575, 9989695.59776936, 4320209.77002281, 4717288.48479256, 9745345.77779967, 5193423.64086184,91.4743111150275, 72.7317003524055, 86.2892704210694, 63.6842820562283, 66.6308661640506, 30.394298202364,0.741, 2.118, 0.916, 2.066, 1.101, 0.359, 1.025, 0.443, 0.533,-0.43, 1.08, -0.13, 1.05, 0.14, -1.48, 0.04, -1.17, -0.91,0.991532264116337, 0.823461680642622, 0.999966636580298, 0.834857048376283, 0.999999999893607, 0.978618016231822, 0.999999996489782, 0.954383479803776, 0.871574682238202,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,5.7,3.3, 4.2, 3.9, 3.0, 2.7, 4.5, , 4.5, , 5.2, , 4.9, 4.6, 4.5, 4.5, 5.2, 3.5, , 2.7, 3.0, , 4.2, 4.0, 3.8, 3.4, 5.2, , , 3.0, , 3.7, , 3.5, 4.0, 4.2, , , , 5.7, , 4.7, 5.7, 3.9
1358,,False,5(S)-HETE,C20 H32 O3,Not the top hit, Full match, Partial match, Partial match,0.62,320.23534,319.22804,5.419,24380904.424529,22,3,29.6,Multiple matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,11302423.3447827, 1614714.83980901, , 11894699.4897825, 16500649.1880709, 11973517.7564021,6.47371215619953, , , 39.2879392707832, , 51.7601612180407,0.950, 0.136, 0.000, 1.387, 1.007, 0.685, 0.098, 0.000, 0.726,-0.07, -2.88, -Infinity, 0.47, 0.01, -0.55, -3.35, -Infinity, -0.46,0.994823939633923, , , , 0.999997456088874, , , , ,1, , , , 1, , , , ,5.5,, 3.4, , 3.7, 4.9, , , , , , , , , , , 4.2, , , , , , 5.5, , 5.0, , 3.6, , , 5.2, , , , , , , 4.0, , , 3.7, , 4.6, 2.5, 4.8
